doc_id,sentence,label0,label1,label2,label3,label4,average_score,mode_score,average_label,label
904,We use third parties to provide a portion of the services and technology that make up the Travelocity Service .,3,3.0,3.0,1.0,4.0,2.8,3.0,somewhat_clear,vague
930,Some cookies collect personal information to recognize your computer in the future .,3,1.0,2.0,1.0,5.0,2.4,2.4,somewhat_clear,somewhat_clear
963,If you sign up for one of our newsletters on a third party site the site will provide us with your Personal Information such as your email address and we may use that information as described in this Privacy Policy as though you had provided it directly to WebMD .,5,1.0,2.0,1.0,5.0,2.8,2.8,somewhat_clear,somewhat_clear
796,"We may match and/or combine information collected in connection with various Online Services and display it publicly , including on our websites , in our games , or in multiplayer game lobbies .",2,3.0,4.0,2.0,3.0,2.8,2.8,somewhat_clear,somewhat_clear
395,"If you have any questions or concerns regarding what is done with your information on any part of CSMonitor.com , or would like such information deleted from our records ( with the exception of postal addresses ) please e-mail us .",1,2.0,1.0,1.0,2.0,1.4,1.0,clear,clear
801,"When you sign up for our email newsletters on the WebMD Web Sites or at any time , you can choose to opt out of receiving additional promotional newsletters from WebMD or our Sponsors .",2,1.0,1.0,1.0,3.0,1.6,1.0,clear,clear
931,"While we encourage comments on our Pages , there are some comments which we may consider inappropriate or offensive based upon our Comment Policy ( which is stated on each Page ) .",3,2.0,4.0,3.0,,3.0,3.0,vague,vague
904,But we also allow third parties may collect information about your online activities through cookies and other technologies .,5,5.0,2.0,2.0,2.0,3.2,2.0,vague,somewhat_clear
904,We encourage you to read the privacy statements of all such Third Party Suppliers as their policies may be materially different from this Privacy Policy .,1,2.0,2.0,4.0,5.0,2.8,2.8,somewhat_clear,somewhat_clear
938,"Under certain circumstances , visitors may be asked to submit a screen name as a means of identifying communications to VegasInsider.com .",2,1.0,1.0,3.0,,1.75,1.75,clear,clear
50,"Whatever the activity may be , we will only collect information to the extent it is reasonably necessary to fulfill your requests and our legitimate business objectives .",1,4.0,4.0,1.0,4.0,2.8,4.0,somewhat_clear,extremely_vague
746,These companies may use your personal information to help communicate with you about offers from us and our marketing partners .,2,4.0,3.0,3.0,2.0,2.8,2.8,somewhat_clear,somewhat_clear
963,"We will also retain your Personal Information as necessary to comply with legal obligations , resolve disputes and enforce our agreements .",5,2.0,5.0,1.0,2.0,3.0,3.0,vague,vague
379,"The information gathered are things like your IP address ( that 's a special number that your internet service provider uses ) , your state , what pages you visited while on Coolmath and how long you were on each page .",2,2.0,1.0,2.0,2.0,1.8,2.0,clear,somewhat_clear
204,"We may provide areas on our web sites where you can , for example , post product reviews or reviews about our web site , ask or answer a question , communicate with others , and upload content ( e.g . pictures , videos , audio files ) .",2,1.0,2.0,1.0,2.0,1.6,2.0,clear,somewhat_clear
669,"You agree not to create posts , publish or distribute contents to mobile9 of any kind that is , within the sole dicretion of mobile9 , determined to be commercial , illegal , offensive or potentially harmful to others including but not limited to content that :",1,1.0,2.0,2.0,1.0,1.4,1.0,clear,clear
605,"We may also share your personal information with third parties that provide financial products and services related to our business , such as Kohl 's Charge .",3,2.0,1.0,5.0,1.0,2.4,2.4,somewhat_clear,somewhat_clear
50,"If you are receiving e-mails or regular mail and at a later date you choose to opt-out and have your name removed from Wizards ' e-mail list , you can do so by using the link included with a Wizards e-mail or by contacting customer service .",1,1.0,3.0,4.0,1.0,2.0,1.0,somewhat_clear,clear
800,Because the cookie may contain or refer to some of your personal information we recommend you do not register for our website from a publicly available computer .,2,5.0,4.0,2.0,,3.25,3.25,vague,vague
909,We encourage our users to be aware when they leave our site and to read the privacy statements of each and every Web site that collects personally identifiable information .,1,5.0,1.0,2.0,1.0,2.0,1.0,somewhat_clear,clear
5,You can decide to stop getting these updates by updating your account settings ( or through other settings we may provide ) .,2,2.0,1.0,2.0,1.0,1.6,2.0,clear,somewhat_clear
839,"This Privacy Statement applies to all HP-owned websites , domains , services , applications , and products , and those of our wholly owned subsidiaries ( `` HP sites or services '' ) , except that a privacy policy or statement specific to a particular HP program , product , or service may supersede or supplement this Privacy Statement .",2,2.0,2.0,3.0,2.0,2.2,2.0,somewhat_clear,somewhat_clear
654,"It is not our practice to link IP addresses to anything personally identifiable ; that is , the visitor 's session will be logged , but the visitor remains anonymous to us .",1,1.0,2.0,1.0,1.0,1.2,1.0,clear,clear
298,"Except as noted below : ( i ) our products and services are marketed for and directed towards purchase by adults or with the consent of adults ; ( ii ) Individuals under the age of 18 ( `` Minors '' ) are not permitted to use Barnes & Noble Websites or Apps without the supervision of a parent or legal guardian ; ( iii ) we do not knowingly collect or solicit personal information from children under the age of 13 or knowingly allow such persons to register for an online account or to post personal information on the Barnes & Noble Websites ; and ( iv ) should we learn that someone under the age of 13 has provided any personal information to or on any of the Barnes & Noble Websites , we will remove that information as soon as possible .",3,3.0,2.0,,,2.6666666666666665,2.6666666666666665,somewhat_clear,somewhat_clear
839,"If you choose to provide personal information to the other companies , that personal information will be handled according to the privacy policy of those companies , which may differ from HP 's policies and practices .",5,5.0,2.0,2.0,2.0,3.2,2.0,vague,somewhat_clear
963,"At any time you can remove your Personal Information or instruct us to remove it , but you should be aware that it is not technologically possible to remove each and every record of the information you have provided to WebMD from our servers .",1,1.0,4.0,2.0,,2.0,2.0,somewhat_clear,somewhat_clear
746,"Our partners , affiliates , and service providers use session ID and persistent cookies to make it easier for you to navigate our site , monitor site usage and performance , and provide targeted ads .",2,1.0,2.0,1.0,3.0,1.8,1.8,clear,clear
904,Travelocity provides these third parties with access to personal information specifically for use in connection with providing such services and/or technology .,1,1.0,3.0,2.0,4.0,2.2,2.2,somewhat_clear,somewhat_clear
778,You may visit our Websites in any of the following ways :,1,1.0,2.0,1.0,2.0,1.4,1.0,clear,clear
904,We may provide personal information to such third parties in connection with providing such services and products to us or on our behalf .,1,1.0,3.0,4.0,1.0,2.0,1.0,somewhat_clear,clear
458,We will use your Personally Identifiable Information for the purposes for which it was provided .,1,3.0,2.0,1.0,1.0,1.6,1.0,clear,clear
298,"For more information , please view this third party 's privacy policy .",4,1.0,1.0,1.0,1.0,1.6,1.0,clear,clear
641,We may share aggregated demographic information with our partners and advertisers .,2,2.0,4.0,4.0,2.0,2.8,2.0,somewhat_clear,somewhat_clear
298,Credit card transactions are handled by third party financial institutions and their vendors and contractors who receive credit card numbers and other personal information from us to verify the credit card numbers and process transactions .,4,2.0,1.0,1.0,1.0,1.8,1.0,clear,clear
50,"When it is using such a third party processing company , Wizards will not have access to your credit card data .",3,4.0,1.0,4.0,1.0,2.6,2.6,somewhat_clear,somewhat_clear
50,"In this section , you may also change Your Profile information , who can view your page and activity , and who can contact you on the Site , as well as control how we communicate with you .",2,3.0,2.0,1.0,1.0,1.8,1.8,clear,clear
